iduser ,location,rank ,average_rating
289688,\N,\N,5
289689,\N,\N,4
289690,\N,\N,5
289691,"Wellington, New Zealand",\N,3.6667
289692,New York City,\N,4.1429
289694,"funnysmell, californ-e",\N,4.1765
289696,Sacramento California,\N,2.5
289699,\N,\N,\N
289701,Oklahoma,\N,\N
289702,\N,\N,3.75
289703,\N,\N,5
289704,\N,\N,\N
289707,\N,\N,2
289709,\N,\N,3
289710,"LaGrangeville, New York",\N,5
289712,\N,\N,3.5
289715,\N,\N,1
289718,\N,\N,3
289719,"Brampton, On",\N,4.6
289720,\N,\N,\N
289721,\N,\N,4.3077
289722,"New York, NY",\N,5
289723,\N,\N,\N
289724,\N,\N,3.5
289725,\N,\N,1
289726,\N,\N,5
289728,"Woodbury, MN",\N,5
289729,\N,\N,4.4
289733,\N,\N,4.6667
289734,\N,\N,4.5
289736,Girard Ohio,\N,3.9167
289738,\N,\N,4
289740,"Hatfield, Pa",\N,3.6667
289741,"Reading, PA",\N,4
289744,\N,\N,3
289745,St. Louis Missouri,\N,5
289746,\N,\N,1
289747,\N,\N,4
289748,"Richmond, VA",\N,4
289750,"Salt Lake City, UT",\N,4.75
289754,Illinois,\N,4
289755,"St. Louis, MO",\N,3.7778
289756,"Memphis, TN, USA",\N,5
289757,\N,\N,5
289759,\N,\N,\N
289760,"pittsburgh, pa ,united states",\N,3.3636
289761,\N,\N,1
289762,\N,\N,4
289763,\N,\N,5
289765,\N,\N,1
289766,\N,\N,1
289767,\N,\N,5
289768,Pennsylvania,\N,4
289769,"Bridgeport, CT",\N,4.5
289770,\N,\N,4
289771,\N,\N,1
289772,\N,\N,5
289773,\N,\N,5
289775,\N,\N,3.9167
289776,\N,\N,\N
289777,\N,\N,5
289778,\N,\N,4.3333
289779,\N,\N,5
289780,\N,\N,4
289781,\N,\N,4.4286
289782,Pittsburgh PA,\N,5
289783,\N,\N,\N
289784,South Carolina,\N,4.375
289785,\N,\N,5
289787,\N,\N,4.4286
289788,\N,\N,\N
289790,\N,\N,\N
289792,\N,\N,5
289796,\N,\N,4
289797,\N,\N,5
289800,"Los Angeles, CA, USA",\N,\N
289805,ny,\N,4.3333
289806,\N,\N,1
289807,\N,\N,5
289809,\N,\N,5
289810,"san francisco, ca",\N,4
289812,Los Angeles CA,\N,2.6667
289813,"San Francisco, CA",\N,3
289814,\N,\N,\N
289815,\N,\N,4
289817,\N,\N,\N
289818,\N,\N,\N
289819,\N,\N,4.5
289820,"Evanston, IL",\N,3.9091
289821,\N,\N,5
289822,\N,\N,4.75
289823,\N,\N,5
289824,"Portage, IN",\N,3.6
289825,\N,\N,4.5
289828,\N,\N,4.7143
289829,"Los Angeles, CA",\N,3.8889
289831,\N,\N,3
289832,\N,\N,\N
289833,\N,\N,\N
289834,\N,\N,5
289835,\N,\N,\N
289836,\N,\N,\N
289838,"Villa Park, IL",\N,2.4
289840,\N,\N,4
289841,Killeen,\N,1
289842,\N,\N,\N
289843,\N,\N,\N
289844,\N,\N,\N
289845,\N,\N,4.125
289846,\N,\N,4.6667
289847,\N,\N,\N
289849,"Kooskia, ID  USA",\N,5
289850,\N,\N,5
289851,\N,\N,5
289852,\N,\N,5
289853,"Providence, RI",\N,3.8947
289854,"Glendale, Arizona",\N,3
289855,\N,\N,3
289856,indonesia,\N,4
289857,\N,\N,5
289858,new york city,\N,3.3333
289859,"Chicago, IL",\N,3.3333
289860,\N,\N,\N
289861,\N,\N,\N
289862,\N,\N,\N
289863,\N,\N,2.6667
289864,\N,\N,\N
289865,Sioux City Iowa,\N,4.5
289866,\N,\N,5
289868,\N,\N,4
289869,\N,\N,4.5
289870,"San Diego, CA",\N,4
289871,"San Diego, CA",\N,5
289872,\N,\N,\N
289873,\N,\N,4.5
289874,\N,\N,\N
289876,\N,\N,3.3333
289877,\N,\N,2.5
289878,\N,\N,4
289879,\N,\N,3.6
289882,\N,\N,\N
289883,"Cirencester, UK",\N,5
289884,\N,\N,5
289885,\N,\N,\N
289886,\N,\N,5
289889,"Columbus, OH",\N,4.6667
289894,\N,\N,4
289895,"Houston, TX",\N,3
289896,\N,\N,\N
289897,\N,\N,4.5
289898,Orlando Florida,\N,4
289899,\N,\N,\N
289903,\N,\N,\N
289904,hernando & ocala & gainesville &orlando....where the show is ,\N,4.5
289905,"Provo, Utah, U.S.A.",\N,4.2727
289906,Florida,\N,3.5
289907,"Vancouver, Canada",\N,5
289908,\N,\N,5
289911,\N,\N,5
289912,\N,\N,4.3333
289914,\N,\N,5
289915,\N,\N,4.5
289916,\N,\N,2.7273
289917,"Abingdon, Va",\N,\N
289918,\N,\N,5
289919,"Idaho, USA",\N,5
289920,\N,\N,\N
289921,"Boston,MA",\N,4.5714
289928,\N,\N,3.75
289929,\N,\N,5
289931,\N,\N,3.9333
289934,\N,\N,4.5
289936,\N,\N,1
289937,\N,\N,\N
289938,BLAIRS MILLS PA.,\N,\N
289939,\N,\N,\N
289940,\N,\N,5
289941,\N,\N,4.5
289943,\N,\N,4.1818
289944,GA,\N,3.6667
289945,"Marquette, MI",\N,4.1
289946,\N,\N,4
289947,\N,\N,4.3091
289948,"Boston, MA",\N,3.9167
289949,\N,\N,5
289950,\N,\N,\N
289951,\N,\N,\N
289952,\N,\N,5
289954,\N,\N,5
289960,\N,\N,5
289961,\N,\N,5
289964,\N,\N,5
289969,\N,\N,3.2
289970,"Asheville, NC",\N,2.6667
289972,\N,\N,\N
289973,"Salisbury, NC",\N,4
289974,\N,\N,4
289975,\N,\N,\N
289976,\N,\N,5
289977,\N,\N,5
289980,somewhere far from here,\N,\N
289981,"Highlands Ranch, CO",\N,3.5
289982,\N,\N,4.6
289983,\N,\N,\N
289984,\N,\N,\N
289985,\N,\N,\N
289986,\N,\N,4.7391
289987,\N,\N,\N
289989,"Ft. Lauderdale, FL",\N,5
289990,\N,\N,4.6667
289991,\N,\N,5
289992,\N,\N,4
289993,\N,\N,4.2778
289994,\N,\N,1
289995,\N,\N,2
289997,\N,\N,4.4
289998,New Zealand,\N,3.5455
289999,"Miami, Fl",\N,3.8333
290000,\N,\N,3
290001,Toronto Ontario Canada,\N,4
290002,"East Saint Louis, Illinios, USA",\N,3.5
290003,\N,\N,\N
290004,\N,\N,3
290005,\N,\N,1.5
290006,"Pasadena, MD",\N,3.75
290007,"Orange County, CA",\N,4.75
290008,"Newton, NC",\N,4.5
290009,"Cooper, TX, USA",\N,3.9
290011,\N,\N,5
290013,"Crestview Hills, KY, USA",\N,4.2
290014,\N,\N,4.3636
290015,oklahoma city,\N,5
290016,\N,\N,4.5
290017,\N,\N,3.6667
290018,"Altus, OK",\N,5
290019,"Pittsburgh, PA USA",\N,4.3636
290020,\N,\N,\N
290021,\N,\N,\N
290023,\N,\N,\N
290024,So. Cal.,\N,5
290028,"Waikele, Hawaii",\N,4.1667
290029,&quot;Ore-uh-gun&quot;,\N,5
290031,\N,\N,4
290032,"Pacifica, California",\N,3.3333
290033,"Long Island, NY",\N,3.6875
290036,\N,\N,3
290037,\N,\N,4.2
290038,Vancouver,\N,4
290039,\N,\N,3.4
290040,"Virginia Beach, VA",\N,\N
290042,South Carolina,\N,3.8889
290043,\N,\N,4.4
290044,\N,\N,2.4
290045,"Scottsdale, Arizona, US of A",\N,4.125
290046,\N,\N,4.5
290047,All over the USA,\N,2.5
290048,"East Stroudsburg, PA",\N,5
290049,\N,\N,5
290051,\N,\N,\N
290052,\N,\N,5
290053,\N,\N,5
290055,"Chicago, Illinois, US",\N,4
290057,Illinois,\N,3.3333
290058,\N,\N,4.5
290059,\N,\N,5
290060,\N,\N,4.75
290061,\N,\N,3
290062,"Lake Jackson, TX",\N,3.697
290064,\N,\N,4
290065,\N,\N,\N
290067,\N,\N,5
290068,"The Woodlands, Texas",\N,3.4
290069,\N,\N,2
290071,Philadelphia,\N,1
290072,"Philadelphia, PA, USA",\N,5
290076,NJ,\N,3.25
290078,\N,\N,4.1429
290079,\N,\N,4
290080,\N,\N,4.2857
290081,\N,\N,5
290082,\N,\N,5
290083,\N,\N,4
290084,\N,\N,4
290085,\N,\N,\N
290088,\N,\N,4.1111
290089,\N,\N,4
290090,\N,\N,5
290093,\N,\N,3.4
290095,\N,\N,4
290096,\N,\N,5
290098,\N,\N,3
290099,\N,\N,5
290100,\N,\N,4.2
290101,"Chicago, IL  USA",\N,4.3333
290102,\N,\N,\N
290103,\N,\N,2
290104,\N,\N,\N
290105,"Santa Cruz, CA",\N,\N
290107,Arizona,\N,2.3333
290108,"Oakland, CA",\N,3
290109,\N,\N,\N
290111,\N,\N,4.1429
290112,\N,\N,\N
290113,"Portland, Oregon",\N,4.4
290114,\N,\N,2
290115,\N,\N,4.5556
290116,"Columbia, MD USA",\N,5
290117,\N,\N,\N
290118,\N,\N,\N
290119,"Southampton, Hampshire, UK",\N,\N
290120,Orlando FL,\N,\N
290121,\N,\N,\N
290122,\N,\N,\N
290123,"Parris Island, SC",\N,2
290125,\N,\N,\N
290126,\N,\N,3.8182
290127,\N,\N,5
290128,"Holland, MI  USA",\N,5
290129,\N,\N,3.8
290130,\N,\N,3.4
290131,\N,\N,4.5
290132,\N,\N,4.3194
290133,\N,\N,4.1
290134,\N,\N,4.25
290136,\N,\N,3.6667
290137,\N,\N,3.8
290138,\N,\N,\N
290139,\N,\N,\N
290140,"Hatfield,PA",\N,\N
290141,California,\N,3.7059
290143,\N,\N,\N
290144,\N,\N,3
290145,"Fremont, Ca.",\N,5
290146,\N,\N,4
290147,\N,\N,4.6061
290149,\N,\N,1
290150,\N,\N,5
290152,\N,\N,\N
290153,\N,\N,\N
290154,\N,\N,4
290156,"Port St. Lucie, Florida",\N,2.5
290157,\N,\N,3.6667
290158,\N,\N,5
290159,\N,\N,5
290160,\N,\N,3
290161,\N,\N,3.875
290162,\N,\N,4.1818
290163,\N,\N,\N
290165,\N,\N,\N
290166,\N,\N,4.25
290167,\N,\N,4.3333
290168,"Kansas City, Missouri",\N,\N
290169,\N,\N,3.5
290173,\N,\N,4
290174,Alabama,\N,4.5
290175,"Ephraim, UT USA",\N,5
290176,Ephraim,\N,4.5455
290178,\N,\N,5
290180,\N,\N,5
290181,\N,\N,\N
290182,"green river, wy",\N,\N
290183,\N,\N,2
290184,\N,\N,3.5
290185,\N,\N,5
290186,\N,\N,4
290187,\N,\N,5
290188,\N,\N,5
290189,\N,\N,4.5
290190,\N,\N,5
290191,\N,\N,\N
290192,\N,\N,\N
290193,\N,\N,5
290194,\N,\N,5
290195,\N,\N,5
290196,\N,\N,4
290197,\N,\N,4
290198,\N,\N,5
290199,\N,\N,\N
290200,\N,\N,\N
290201,\N,\N,4.5
290202,\N,\N,5
290204,"Montreal, Quebec",\N,5
290205,CA,\N,1
290206,\N,\N,5
290207,\N,\N,\N
290208,\N,\N,\N
290209,\N,\N,\N
290210,"Ashland, Oregon",\N,3.5
290211,\N,\N,\N
290212,\N,\N,\N
290213,\N,\N,\N
290214,\N,\N,\N
290215,\N,\N,\N
290216,\N,\N,\N
290217,\N,\N,\N
290218,\N,\N,\N
290219,\N,\N,4
290220,\N,\N,\N
290221,\N,\N,5
290222,\N,\N,5
290223,"Fort Lauderdale, Florida",\N,3.4286
290224,\N,\N,4.2857
290225,"Omaha, NE",\N,3.9412
290226,mass,\N,5
290228,\N,\N,\N
290229,\N,\N,3.6667
290230,\N,\N,\N
290231,\N,\N,5
290232,\N,\N,4
290233,\N,\N,1
290234,\N,\N,\N
290235,\N,\N,1
290238,Michigan,\N,\N
290239,\N,\N,\N
290240,\N,\N,\N
290242,\N,\N,\N
290243,Florida,\N,5
290244,\N,\N,5
290245,\N,\N,3.5
290246,\N,\N,\N
290247,\N,\N,\N
290248,\N,\N,5
290249,\N,\N,5
290250,\N,\N,5
290251,\N,\N,5
290252,\N,\N,\N
290253,\N,\N,3.5714
290254,"Toronto, Ontario",\N,\N
290255,\N,\N,\N
290256,\N,\N,4
290257,\N,\N,\N
290258,\N,\N,3.75
290259,"Austin, TX  USA",\N,3.3333
290260,"Thousand Oaks, CA",\N,5
290262,\N,\N,\N
290263,"Kokomo, Indiana",\N,5
290264,\N,\N,4
290265,\N,\N,\N
290266,\N,\N,\N
290267,"Phoenix, AZ",\N,\N
290272,\N,\N,5
290273,\N,\N,5
290274,\N,\N,2
290275,\N,\N,4.6364
290278,"Melbourne, Australia",\N,3.875
290279,CA,\N,2.8
290281,\N,\N,4
290283,"Westwood, MA",\N,4
290284,\N,\N,5
290287,"Montreal, Quebec, Canada",\N,2.8333
290289,\N,\N,5
290294,\N,\N,4.3333
290295,"Peoria, IL",\N,3.8667
290297,\N,\N,2.5
290298,\N,\N,5
290299,"San Francisco, CA",\N,\N
290300,\N,\N,\N
290301,\N,\N,5
290302,\N,\N,3.9375
290303,Northern California,\N,\N
290304,\N,\N,5
290305,\N,\N,\N
290308,NJ,\N,4.5
290309,"Oklahoma City, OK",\N,3
290311,\N,\N,3.5
290312,"Athens, Georgia",\N,4.48
290314,\N,\N,\N
290316,"Buffalo, New York",\N,4
290319,\N,\N,\N
290320,\N,\N,5
290321,"Boulder, CO",\N,5
290323,\N,\N,\N
290324,\N,\N,5
290325,\N,\N,\N
290327,"Etters, PA, near Harrisburg",\N,4.4286
290328,New Jersey,\N,5
290329,"Oxford, MS",\N,4.4643
290331,"Jefferson City, MO",\N,\N
290332,"Owasso, Oklahoma",\N,4.3333
290333,Canada,\N,5
290335,\N,\N,4.3333
290337,\N,\N,4.8
290339,Iowa,\N,3.6
290341,"Baltimore, MD",\N,\N
290342,"Atlanta, GA",\N,5
290343,"Athens, GA",\N,4.3333
290344,\N,\N,4.6364
290345,\N,\N,\N
290346,\N,\N,5
290347,\N,\N,\N
290348,\N,\N,5
290350,\N,\N,5
290351,\N,\N,5
290352,\N,\N,\N
290353,\N,\N,\N
290354,\N,\N,2.8387
290355,\N,\N,4
290356,\N,\N,\N
290357,\N,\N,\N
290358,"Richmond, VA",\N,4.1429
290359,"Albion, Michigan",\N,3
290360,\N,\N,\N
290362,\N,\N,\N
290363,\N,\N,\N
290364,\N,\N,4.625
290365,"Kent, WA USA",\N,4
290370,"pendleton, south carolina",\N,\N
290371,\N,\N,4.5
290372,"Santa Cruz, CA",\N,4
290373,\N,\N,5
290374,"Orlando, Florida",\N,5
290375,\N,\N,5
290377,\N,\N,3
290378,\N,\N,3
290379,\N,\N,3
290380,\N,\N,4.5
290381,\N,\N,4
290383,\N,\N,4.25
290384,\N,\N,3.4286
290385,\N,\N,\N
290386,New York,\N,5
290389,\N,\N,4.25
290390,"Los Angeles, CA",\N,\N
290391,"Portland, OR",\N,3.875
290392,"Saint Lous, Missouri, USA",\N,4.7273
290393,"Lakewood, CO",\N,5
290394,\N,\N,5
290395,"Indianapolis, IN",\N,4.5556
290398,\N,\N,\N
290399,\N,\N,5
290400,\N,\N,2
290401,Illinois,\N,3.7143
290402,\N,\N,3.9412
290403,"Las Vegas, NV",\N,2.2857
290404,\N,\N,5
290406,\N,\N,3.2857
290407,\N,\N,5
290408,"Miami, FL",\N,5
290411,\N,\N,\N
290412,\N,\N,3
290413,"Portland, OR",\N,\N
290415,\N,\N,\N
290416,\N,\N,5
290417,"Schulenburg, Texas",\N,\N
290418,\N,\N,\N
290419,\N,\N,4
290420,\N,\N,\N
290421,\N,\N,3.6667
290422,"Boulder, Colorado",\N,4
290423,\N,\N,4.5
290424,\N,\N,5
290425,\N,\N,4.5
290426,\N,\N,5
290431,\N,\N,5
290432,\N,\N,4
290433,"Denton, Texas",\N,4
290434,New Jersey,\N,2.5
290435,\N,\N,\N
290436,Northern  California..... My heart is in South Florida though!,\N,\N
290437,Michigan,\N,4
290440,"Salt Lake City, UT",\N,3.5
290441,\N,\N,3
290444,\N,\N,3.6667
290445,\N,\N,4
290446,\N,\N,5
290447,\N,\N,3.6667
290448,\N,\N,5
290449,"Chicago, IL",\N,1
290451,\N,\N,\N
290452,\N,\N,3
290453,\N,\N,\N
290455,"Edgewater, Florida",\N,3
290456,\N,\N,4
290457,\N,\N,\N
290458,\N,\N,5
290459,\N,\N,\N
290460,\N,\N,\N
290461,\N,\N,\N
290462,"Atlanta, GA",\N,5
290464,\N,\N,\N
290465,\N,\N,\N
290467,\N,\N,2
290468,"Wynnewood, Pennsylvania, USA",\N,\N
290469,\N,\N,3.7143
290471,\N,\N,5
290473,\N,\N,\N
290474,\N,\N,4
290475,"New York, NY.",\N,4.5
290476,\N,\N,5
290477,\N,\N,5
290478,"San Diego, CA",\N,3
290479,"Chattanooga, TN USA",\N,3.6
290480,"SF Bay Area, CA",\N,5
290481,\N,\N,3.5
290486,\N,\N,4.75
290487,"Boston, MA",\N,1
290491,\N,\N,5
290492,\N,\N,4.6667
290493,"New York, NY",\N,3.5556
290496,\N,\N,3.52
290500,\N,\N,\N
290501,\N,\N,5
290506,TN,\N,4
290509,\N,\N,\N
290510,\N,\N,5
290511,\N,\N,3
290512,\N,\N,\N
290513,\N,\N,5
290514,\N,\N,5
290515,\N,\N,4
290516,"Baltimore, MD",\N,4
290517,\N,\N,4
290518,irondale,\N,3
290522,Lindon Utah,\N,5
290523,\N,\N,5
290524,\N,\N,5
290525,\N,\N,5
290526,\N,\N,4.5
290528,\N,\N,\N
290529,\N,\N,5
290531,\N,\N,2.2
290532,\N,\N,\N
290533,\N,\N,5
290534,\N,\N,\N
290535,\N,\N,\N
290537,\N,\N,\N
290538,\N,\N,\N
290539,\N,\N,\N
290540,\N,\N,\N
290541,"houston, Tx.",\N,4
290543,\N,\N,5
290544,\N,\N,\N
290546,\N,\N,\N
290547,\N,\N,3.6667
290548,\N,\N,\N
290549,Canada,\N,1
290551,\N,\N,\N
290552,"Sacramento, CA",\N,5
290556,\N,\N,\N
290557,\N,\N,5
290558,\N,\N,3
290559,\N,\N,4.8571
290560,\N,\N,\N
290561,\N,\N,5
290562,\N,\N,\N
290563,"Fort Myers, Florida",\N,\N
290564,"Cleveland, OH",\N,1
290565,\N,\N,4
290567,British Columbia,\N,3.25
290569,\N,\N,\N
290570,\N,\N,\N
290571,\N,\N,2
290572,"San Francisco, CA",\N,3.5
290573,"Oakland, CA",\N,\N
290574,\N,\N,\N
290575,\N,\N,\N
290578,\N,\N,4.6667
290579,Los Angeles California,\N,\N
290580,L.A.,\N,3.3333
290583,\N,\N,1
290584,\N,\N,4.5
290585,\N,\N,1
290586,"New York, NY",\N,4
290587,Georgia,\N,5
290588,\N,\N,5
290589,"New York, NY",\N,\N
290590,\N,\N,\N
290591,\N,\N,4.5
290593,\N,\N,4.875
290594,\N,\N,4.25
290596,\N,\N,5
290600,"Dallas, Texas, USA",\N,4.5
290602,"ChiCAgo,IL",\N,4.6667
290603,\N,\N,\N
290611,Wisconsin,\N,4.4545
290612,\N,\N,5
290613,\N,\N,4.8571
290614,CT,\N,5
290615,Maine,\N,3.2857
290616,\N,\N,3.5
290617,\N,\N,\N
290618,\N,\N,\N
290620,"Tuckerman, Arkansas",\N,5
290621,"Ridgewood, NY",\N,\N
290622,\N,\N,\N
290623,Pennsylvania,\N,5
290624,\N,\N,\N
290625,\N,\N,4
290626,\N,\N,\N
290627,\N,\N,3
290628,"St. Louis, MO, US",\N,4
290629,\N,\N,\N
290630,\N,\N,4
290631,\N,\N,\N
290632,\N,\N,\N
290633,\N,\N,\N
290634,"Denver, CO",\N,3.5
290635,\N,\N,2.5
290638,\N,\N,4
290639,\N,\N,4
290640,\N,\N,4.5
290641,\N,\N,\N
290642,\N,\N,\N
290643,\N,\N,\N
290644,\N,\N,\N
290645,\N,\N,\N
290646,\N,\N,3.4286
290647,\N,\N,\N
290648,\N,\N,5
290649,"Jonesboro,GA",\N,5
290650,\N,\N,\N
290651,"Newbury Park, CA",\N,5
290652,\N,\N,5
290653,\N,\N,4
290654,\N,\N,4.25
290655,\N,\N,2.5
290657,\N,\N,\N
290658,\N,\N,1
290659,\N,\N,2.8
290660,\N,\N,2.5
290661,\N,\N,\N
290662,\N,\N,\N
290664,\N,\N,2
290665,\N,\N,5
290667,\N,\N,4.3333
290668,\N,\N,4.5
290669,\N,\N,3.5
290670,\N,\N,3.8
290671,\N,\N,4.1724
290672,\N,\N,\N
290673,\N,\N,4.2
290674,Las Vegas,\N,3.5333
290675,\N,\N,5
290676,\N,\N,4.625
290677,\N,\N,4.5556
290678,\N,\N,5
290679,\N,\N,\N
290680,\N,\N,4.5
290681,\N,\N,5
290682,\N,\N,4
290683,\N,\N,\N
290684,\N,\N,4.1
290685,\N,\N,4.4
290686,\N,\N,\N
290687,\N,\N,4.5
290688,\N,\N,4.6667
290689,\N,\N,4
290690,\N,\N,3.5
290691,\N,\N,4.375
290692,\N,\N,4.8333
290693,\N,\N,3.8
290694,\N,\N,4.7143
290695,\N,\N,\N
290696,\N,\N,5
290697,\N,\N,3.75
290698,\N,\N,4.5
290699,\N,\N,4.5
290700,\N,\N,4.3333
290701,\N,\N,5
290702,\N,\N,4.2222
290703,\N,\N,4.6667
290704,\N,\N,\N
290705,\N,\N,5
290706,\N,\N,4
290707,\N,\N,4.6667
290708,\N,\N,4.2727
290710,\N,\N,\N
290711,\N,\N,\N
290712,\N,\N,\N
290713,\N,\N,\N
290714,\N,\N,\N
290715,\N,\N,\N
290716,\N,\N,\N
290717,\N,\N,\N
290718,\N,\N,\N
290719,\N,\N,\N
290720,\N,\N,\N
290721,\N,\N,\N
290722,\N,\N,\N
290723,\N,\N,\N
290724,\N,\N,\N
290725,\N,\N,\N
290726,\N,\N,\N
290728,\N,\N,3.7143
290732,JERSEY - USA,\N,4.52
290733,\N,\N,4.8
290734,Minnesota,\N,4.7143
290735,California,\N,5
290736,"Edison, NJ",\N,4.5556
290737,\N,\N,4.5
290739,\N,\N,\N
290741,\N,\N,5
290742,OK,\N,\N
290748,\N,\N,\N
290749,Winnipeg Manitoba Canada,\N,5
290750,\N,\N,5
290753,\N,\N,\N
290754,\N,\N,\N
290755,\N,\N,\N
290756,"Newburgh, IN USA",\N,4.0909
290757,Lexington Park MD,\N,4.5
290758,\N,\N,4
290760,\N,\N,3.8
290761,"Memphis, Tennessee",\N,\N
290762,\N,\N,4.6667
290764,\N,\N,4.5
290766,\N,\N,3.5
290770,"New Haven, CT",\N,4.2
290772,\N,\N,4.375
290773,\N,\N,5
290774,\N,\N,\N
290776,\N,\N,4.5
290777,\N,\N,4.625
290778,"lansing,il",\N,3.3529
290781,\N,\N,\N
290783,\N,\N,5
290784,\N,\N,\N
290785,\N,\N,\N
290787,\N,\N,\N
290788,"Rockville, MD",\N,\N
290789,\N,\N,\N
290790,Washington State,\N,4.8
290791,"New York, N.Y.",\N,3.75
290792,\N,\N,2
290793,"Broomall, PA, USA",\N,4.5
290794,"Pennsylvania, USA",\N,\N
290795,\N,\N,4.2
290796,\N,\N,\N
290797,Connecticut,\N,4.2632
290798,\N,\N,\N
290799,\N,\N,\N
290800,\N,\N,3
290801,"Huntington Beach, CA",\N,\N
290804,\N,\N,3.8333
290805,"Barcelona, Spain",\N,3.6667
290809,\N,\N,4.5
290810,"Mumbai, Maharashtra",\N,5
290811,\N,\N,5
290812,\N,\N,\N
290813,\N,\N,\N
290814,\N,\N,\N
290815,\N,\N,2
290816,"Duluth, GA",\N,4
290817,"San Diego, CA",\N,5
290818,\N,\N,\N
290819,\N,\N,5
290820,\N,\N,\N
290822,"Chesterfield, MI",\N,5
290826,\N,\N,3
290828,\N,\N,\N
290829,Vladivostok,\N,5
290830,\N,\N,3
290831,"Bremen, IN",\N,5
290832,\N,\N,5
290833,Illinois,\N,4
290834,\N,\N,4
290835,\N,\N,3
290836,\N,\N,4
290837,\N,\N,5
290838,\N,\N,3
290839,ILLINOIS,\N,5
290840,\N,\N,4
290841,\N,\N,3.7143
290842,\N,\N,5
290843,\N,\N,5
290844,\N,\N,3.6667
290845,"Rockford, IL",\N,5
290846,\N,\N,5
290847,\N,\N,5
290850,\N,\N,\N
290851,\N,\N,\N
290852,\N,\N,3.5714
290853,"Charlotte, NC",\N,4.05
290854,CT,\N,3.8636
290855,\N,\N,\N
290856,\N,\N,2
290857,\N,\N,\N
290858,\N,\N,3.6667
290859,"Baldwinsville, New York",\N,4.625
290861,\N,\N,5
290862,\N,\N,\N
290863,"Houston, Texas, USA",\N,4
290864,\N,\N,5
290865,"St Joseph, MI",\N,4
290866,"Houston, TX",\N,2
290870,Tennessee,\N,5
290871,\N,\N,\N
290872,\N,\N,3.625
290873,\N,\N,5
290874,Colorado,\N,4.75
290878,\N,\N,2
290879,\N,\N,3.6667
290881,\N,\N,4
290882,\N,\N,5
290883,\N,\N,5
290884,\N,\N,5
290885,\N,\N,3.5
290886,\N,\N,\N
290889,\N,\N,4.2
290892,\N,\N,4.6667
290893,"Charlotte, NC",\N,4
290894,\N,\N,\N
290895,\N,\N,\N
290897,"Baldwinsville, NY",\N,\N
290898,"Los Altos, CA",\N,4.5
290899,Canada,\N,\N
290901,\N,\N,3.5
290902,\N,\N,3
290904,\N,\N,4.3333
290906,\N,\N,4
290907,\N,\N,3.5
290908,\N,\N,3
290909,Maryland,\N,3.6667
290910,\N,\N,4
290911,\N,\N,5
290912,\N,\N,4
290913,"Birmingham, AL",\N,3.7143
290915,"Huntington, WV",\N,3
290916,\N,\N,\N
290919,\N,\N,\N
290920,"Huntington, WV",\N,\N
290921,Phenix City/Tuscaloosa AL,\N,4
290922,\N,\N,\N
290923,\N,\N,\N
290925,\N,\N,2
290926,"New Jersey, United States",\N,3.3
290928,\N,\N,5
290929,\N,\N,5
290930,\N,\N,3
290931,\N,\N,2.5
290932,"Bloomfield, Ky. USA",\N,4
290933,\N,\N,5
290934,\N,\N,\N
290935,\N,\N,\N
290936,\N,\N,\N
290938,"Little Rock, AR",\N,4.25
290939,\N,\N,5
290941,\N,\N,4
290942,\N,\N,\N
290943,\N,\N,1
290944,Beef City,\N,1.2
290945,New Jersey,\N,5
290946,"Owego, New York",\N,4.0417
290947,\N,\N,4
290949,\N,\N,5
290950,"Lafayette, IN USA",\N,4.5
290952,\N,\N,\N
290953,\N,\N,\N
290954,\N,\N,4.3529
290955,"Lincoln,NE",\N,\N
290956,\N,\N,3.8571
290957,\N,\N,5
290958,\N,\N,3
290959,\N,\N,4
290960,\N,\N,5
290961,\N,\N,5
290963,\N,\N,5
290964,\N,\N,\N
290965,\N,\N,\N
290966,\N,\N,3.6667
290967,\N,\N,5
290968,\N,\N,\N
290969,\N,\N,5
290970,\N,\N,4.5
290972,\N,\N,1
290974,\N,\N,4
290975,\N,\N,\N
290978,"Indianapolis, Indiana",\N,4.04
290979,\N,\N,\N
290980,\N,\N,\N
290981,"Paris, France;  Moscow - CIS; Russia",\N,3.1429
290982,"Baytown, TX",\N,4.6667
290983,\N,\N,4.75
290985,\N,\N,\N
290986,\N,\N,\N
290987,\N,\N,\N
290988,\N,\N,\N
290989,\N,\N,\N
290990,\N,\N,\N
290991,\N,\N,\N
290992,\N,\N,\N
290993,\N,\N,\N
290994,\N,\N,5
290995,\N,\N,\N
290996,\N,\N,\N
290997,\N,\N,\N
290999,\N,\N,3.5
291001,\N,\N,1.6667
291002,\N,\N,5
291003,\N,\N,5
291004,\N,\N,3.8
291005,\N,\N,\N
291011,\N,\N,4
291012,\N,\N,4.5
291013,\N,\N,3.5
291014,\N,\N,4.5
291015,\N,\N,\N
291016,\N,\N,4
291017,\N,\N,3
291018,Virginia,\N,3.3333
291022,\N,\N,\N
291024,\N,\N,\N
291025,"Merrillville, IN",\N,4.5
291026,Green Bay        WI,\N,3.8462
291027,\N,\N,5
291030,\N,\N,4
291031,"Houston, TX",\N,3.5
291032,\N,\N,3.5
291033,\N,\N,3.875
291034,\N,\N,4.6667
291035,\N,\N,4.8571
291037,"Los Angeles, California",\N,4.0667
291038,"Dallas, TX, U.S.A.",\N,3.6667
291039,\N,\N,3.6667
